Symbol,Price~,"Exp Date",DTE,Type,Strike,Moneyness,Bid,Ask,Volume,"Open Int","OI %Chg",Vol/OI,IV,Delta,Time
NVDA,208.64,2028-06-16,739,Put,150.00,-28.11%,18.75,19.05,151,2286,+59.30%,0.07,47.25%,-0.179382,2026-06-08
CORZ,27.15,2026-06-18,10,Put,24.00,-11.60%,0.4,0.45,350,4857,+59.25%,0.07,89.62%,-0.180993,2026-06-08
NEE,84.01,2026-07-10,32,Call,93.00,-10.70%,0.12,0.67,4,2086,+59.24%,0,28.00%,0.119398,2026-06-08
MRVL,288.85,2026-06-12,4,Put,250.00,-13.45%,2.54,2.76,2797,2222,+59.17%,1.26,129.39%,-0.127799,2026-06-08
POET,12.28,2027-01-15,221,Put,20.00,+62.87%,9.8,10.4,3,1152,+59.12%,0,120.51%,-0.520076,2026-06-08
NVDA,208.64,2026-06-10,2,Put,210.00,+0.65%,3.15,3.3,7847,3155,+59.02%,2.49,40.57%,-0.577823,2026-06-08
CMPS,11.73,2026-08-21,74,Call,10.00,+14.75%,3,3.9,321,2557,+59.02%,0.13,127.59%,0.718422,2026-06-08
AMD,490.33,2026-06-12,4,Call,510.00,-4.01%,9.75,10,9317,1510,+58.95%,6.17,86.02%,0.349216,2026-06-08
OKLO,58.94,2026-06-12,4,Put,65.00,+10.28%,6.6,7,34,1254,+58.94%,0.03,108.55%,-0.789044,2026-06-08
EOSE,6.69,2026-06-18,10,Put,6.50,-2.84%,0.42,0.48,269,1107,+58.82%,0.24,124.81%,-0.402555,2026-06-08
DIS,98.87,2026-06-12,4,Call,100.00,-1.14%,0.74,0.84,950,1076,+58.70%,0.88,30.68%,0.368432,2026-06-08
APLD,40.94,2026-07-17,39,Call,45.00,-9.92%,3.7,4.05,887,2789,+58.65%,0.32,100.68%,0.456066,2026-06-08
MSFT,411.74,2026-06-12,4,Put,380.00,-7.71%,0.22,0.26,671,1681,+58.58%,0.4,42.33%,-0.032972,2026-06-08
PG,145.1,2026-06-12,4,Call,150.00,-3.38%,0.23,0.32,165,1247,+58.25%,0.13,27.87%,0.131045,2026-06-08
AAPL,301.54,2026-06-12,4,Call,315.00,-4.46%,0.55,0.59,28355,16387,+58.22%,1.73,33.60%,0.112396,2026-06-08
RR,2.43,2026-06-12,4,Put,2.50,+2.88%,0.18,0.19,573,2641,+58.14%,0.22,146.49%,-0.537101,2026-06-08
AAPL,301.54,2026-06-10,2,Call,320.00,-6.12%,0.12,0.14,24033,4569,+57.88%,5.26,43.55%,0.03426,2026-06-08
GOOGL,363.31,2026-06-12,4,Call,360.00,+0.91%,7.35,7.85,983,1083,+57.87%,0.91,37.84%,0.602665,2026-06-08
MSTR,127.2,2026-06-18,10,Call,135.00,-6.13%,3.75,4.05,2111,1948,+57.86%,1.08,81.95%,0.358044,2026-06-08
NOK,14.59,2026-06-12,4,Call,16.00,-9.66%,0.15,0.17,26772,8238,+57.36%,3.25,98.39%,0.200062,2026-06-08
KMI,31.29,2026-07-17,39,Call,34.00,-8.66%,0.22,0.38,17,4351,+57.36%,0,28.20%,0.195523,2026-06-08
F,15,2026-06-12,4,Put,14.50,-3.33%,0.1,0.11,3967,4485,+57.31%,0.88,46.86%,-0.237196,2026-06-08
GOOGL,363.31,2026-06-12,4,Call,382.50,-5.28%,0.67,0.74,613,5611,+57.21%,0.11,38.11%,0.10365,2026-06-08
GOOGL,363.31,2027-06-17,374,Call,560.00,-54.14%,13.55,14.5,10,1869,+57.19%,0.01,38.74%,0.207729,2026-06-08
PM,176.06,2026-07-17,39,Put,165.00,-6.28%,2.65,2.95,31,1248,+57.18%,0.02,31.57%,-0.246149,2026-06-08
AMD,490.33,2026-09-18,102,Put,290.00,-40.86%,6.9,7.65,135,2274,+57.15%,0.06,78.84%,-0.067979,2026-06-08
CCJ,105.44,2026-09-18,102,Put,105.00,-0.42%,11.55,12.5,2,1103,+57.12%,0,57.35%,-0.425883,2026-06-08
NVDA,208.64,2026-07-10,32,Put,190.00,-8.93%,2.93,3.05,578,2014,+57.10%,0.29,41.39%,-0.198142,2026-06-08
SE,84.49,2026-06-18,10,Put,85.00,+0.60%,3.1,3.55,51,1018,+57.10%,0.05,55.48%,-0.504479,2026-06-08
EOSE,6.69,2026-08-21,74,Call,10.00,-49.48%,0.66,0.8,878,18010,+57.05%,0.05,133.09%,0.35991,2026-06-08
CLX,95.16,2026-09-18,102,Call,120.00,-26.10%,1.1,1.65,32,1121,+57.00%,0.03,39.05%,0.14789,2026-06-08
FCX,63.91,2026-06-12,4,Call,68.00,-6.40%,0.41,0.51,768,3144,+56.96%,0.24,65.86%,0.194574,2026-06-08
FLNC,24.07,2026-07-17,39,Call,25.00,-3.86%,3.4,3.7,113,3063,+56.92%,0.04,124.63%,0.547904,2026-06-08
QUBT,10.45,2026-07-17,39,Call,20.00,-91.39%,0.13,0.34,17,6369,+56.83%,0,140.34%,0.119598,2026-06-08
BB,9.29,2026-06-26,18,Call,10.00,-7.64%,0.64,0.69,1285,4971,+56.81%,0.26,114.23%,0.437827,2026-06-08
SNDK,1642,2026-06-12,4,Put,900.00,-45.19%,0.25,0.3,1023,2805,+56.79%,0.36,211.96%,-0.002388,2026-06-08
MRVL,288.85,2026-06-12,4,Call,330.00,-14.25%,3.9,4.1,6510,2013,+56.65%,3.23,134.21%,0.190762,2026-06-08
GOOGL,363.31,2026-06-12,4,Put,360.00,-0.91%,3.7,3.95,1605,2755,+56.62%,0.58,35.54%,-0.392394,2026-06-08
NBIS,218,2027-01-15,221,Call,310.00,-42.20%,49.6,51,31,4294,+56.60%,0.01,110.92%,0.519984,2026-06-08
HOOD,85.04,2026-06-12,4,Call,80.00,+5.93%,5.95,6.3,608,1987,+56.58%,0.31,84.61%,0.769939,2026-06-08
PLUG,3.19,2026-07-17,39,Put,3.50,+9.72%,0.57,0.63,365,2784,+56.58%,0.13,100.34%,-0.544127,2026-06-08
AMZN,245.22,2026-06-26,18,Call,265.00,-8.07%,1.42,1.49,5036,3662,+56.56%,1.38,32.99%,0.159177,2026-06-08
AMZN,245.22,2026-06-18,10,Put,247.50,+0.93%,6.3,6.55,837,2242,+56.45%,0.37,32.76%,-0.551829,2026-06-08
DJT,8.15,2028-01-21,592,Put,8.00,-1.84%,2.77,3.5,1002,2501,+56.41%,0.4,89.45%,-0.270455,2026-06-08
PG,145.1,2026-09-18,102,Put,130.00,-10.41%,2.26,2.41,59,6295,+56.40%,0.01,26.66%,-0.192788,2026-06-08
AVGO,396.6,2026-06-12,4,Put,390.00,-1.66%,6,6.55,998,2563,+56.38%,0.39,56.32%,-0.374889,2026-06-08
META,585.39,2026-06-18,10,Call,610.00,-4.20%,5.7,5.95,1752,4274,+56.33%,0.41,37.68%,0.26931,2026-06-08
CEG,250.67,2026-09-18,102,Put,210.00,-16.22%,9,9.9,9,1111,+56.26%,0.01,52.25%,-0.210061,2026-06-08
WBD,26.47,2026-06-12,4,Call,27.00,-2.00%,0.16,0.2,5014,1651,+56.05%,3.04,34.51%,0.301634,2026-06-08
OWL,9.42,2026-06-12,4,Put,9.50,+0.85%,0.25,0.35,730,1328,+56.05%,0.55,64.55%,-0.539518,2026-06-08
TSLA,408.95,2026-06-10,2,Call,425.00,-3.92%,1.32,1.37,10379,2285,+55.97%,4.54,51.94%,0.164279,2026-06-08
MU,949.28,2026-06-12,4,Call,"1,100.00",-15.88%,6.2,6.5,13558,4213,+55.92%,3.22,113.73%,0.120003,2026-06-08
NFLX,82.64,2026-07-02,24,Call,85.00,-2.86%,1.77,1.83,767,1057,+55.90%,0.73,32.06%,0.392657,2026-06-08
ON,120.9,2026-07-17,39,Call,130.00,-7.53%,9,9.3,81,1189,+55.83%,0.07,79.85%,0.447352,2026-06-08
MU,949.28,2026-08-21,74,Call,890.00,+6.24%,191.9,194.9,712,1800,+55.44%,0.4,97.00%,0.64906,2026-06-08
AS,33.88,2027-01-15,221,Put,25.00,-26.21%,1.15,1.4,2,10172,+55.42%,0,50.35%,-0.15338,2026-06-08
META,585.39,2026-08-21,74,Call,700.00,-19.58%,11.6,11.8,1670,23927,+55.40%,0.07,41.78%,0.205864,2026-06-08
QCOM,217.77,2027-01-15,221,Put,250.00,+14.80%,65.15,67.4,4,1411,+55.40%,0,71.07%,-0.481796,2026-06-08
FCX,63.91,2026-06-18,10,Put,58.00,-9.25%,0.58,0.72,13,1897,+55.36%,0.01,65.11%,-0.16836,2026-06-08
CSCO,124.15,2026-07-17,39,Put,125.00,+0.68%,6.45,6.85,475,1030,+55.35%,0.46,39.25%,-0.48926,2026-06-08
SOFI,16.5,2026-06-12,4,Call,17.50,-6.06%,0.12,0.13,20477,10783,+55.31%,1.9,64.99%,0.204639,2026-06-08
NOK,14.59,2026-06-12,4,Call,15.00,-2.81%,0.4,0.41,24363,5830,+55.14%,4.18,94.83%,0.410357,2026-06-08
SATS,116.62,2026-07-17,39,Call,130.00,-11.47%,8.9,9.5,200,7130,+55.07%,0.03,92.34%,0.422387,2026-06-08
PATH,11.17,2026-06-12,4,Put,11.50,+2.95%,0.51,0.55,101,1622,+55.07%,0.06,72.40%,-0.634046,2026-06-08
QS,7.66,2026-06-12,4,Call,8.50,-10.97%,0.09,0.1,1442,1333,+55.00%,1.08,110.81%,0.201664,2026-06-08
AAPL,301.54,2026-06-12,4,Put,325.00,+7.78%,22.15,24.75,2626,5684,+54.96%,0.46,0.00%,0,2026-06-08
HIMS,27.17,2026-06-12,4,Call,27.50,-1.21%,0.88,0.94,2080,1436,+54.91%,1.45,93.08%,0.471653,2026-06-08
BMNR,16.85,2026-08-21,74,Call,18.00,-6.82%,2.15,2.2,81,2935,+54.88%,0.03,85.74%,0.515806,2026-06-08
SCHW,88.08,2026-08-21,74,Put,90.00,+2.18%,5.65,6,13,1250,+54.70%,0.01,31.44%,-0.522638,2026-06-08
MSTR,127.2,2026-06-26,18,Put,75.00,-41.04%,0.21,0.41,520,1106,+54.69%,0.47,126.38%,-0.021252,2026-06-08
GOOGL,363.31,2026-06-12,4,Put,345.00,-5.04%,0.7,0.77,629,2528,+54.62%,0.25,39.62%,-0.101022,2026-06-08
MU,949.28,2026-06-12,4,Put,880.00,-7.30%,17.6,18.3,1338,1341,+54.49%,1,116.19%,-0.24611,2026-06-08
AAPL,301.54,2027-01-15,221,Put,310.00,+2.81%,25.25,26.35,545,19275,+54.48%,0.03,25.67%,-0.491729,2026-06-08
UEC,12.61,2026-11-20,165,Put,13.00,+3.09%,2.68,3.15,43,1418,+54.30%,0.03,83.43%,-0.403114,2026-06-08
ARM,346.39,2026-06-18,10,Call,480.00,-38.57%,1.43,1.9,38,1257,+54.23%,0.03,119.26%,0.060709,2026-06-08
SOFI,16.5,2026-07-10,32,Put,15.00,-9.09%,0.45,0.52,450,1297,+54.22%,0.35,58.63%,-0.25718,2026-06-08
QBTS,25.83,2026-06-12,4,Put,21.00,-18.70%,0.1,0.11,183,1273,+54.12%,0.14,135.40%,-0.06251,2026-06-08
NVDA,208.64,2026-06-26,18,Call,280.00,-34.20%,0.1,0.11,118,2486,+54.03%,0.05,56.74%,0.012003,2026-06-08
AMD,490.33,2026-06-12,4,Put,435.00,-11.28%,2.33,2.45,1614,2201,+54.02%,0.73,93.43%,-0.100812,2026-06-08
NOW,114.19,2026-06-26,18,Call,160.00,-40.12%,0.15,0.65,31,1552,+53.97%,0.02,85.64%,0.047557,2026-06-08
INTC,110.27,2026-07-02,24,Put,95.00,-13.85%,2.95,3.5,185,1654,+53.86%,0.11,85.15%,-0.211703,2026-06-08
SOFI,16.5,2026-06-26,18,Call,16.00,+3.03%,1.12,1.16,966,2710,+53.80%,0.36,59.12%,0.623125,2026-06-08
B,39.46,2026-07-17,39,Put,40.00,+1.37%,2.53,2.66,97,1317,+53.68%,0.07,44.72%,-0.507257,2026-06-08
INTC,110.27,2026-06-18,10,Put,97.50,-11.58%,1.79,1.94,192,1501,+53.63%,0.13,92.32%,-0.187515,2026-06-08
AMZN,245.22,2026-06-12,4,Put,230.00,-6.21%,0.4,0.43,1289,1608,+53.29%,0.8,44.35%,-0.079082,2026-06-08
AAPL,301.54,2026-06-12,4,Call,290.00,+3.83%,11.85,13.7,267,3119,+53.27%,0.09,39.72%,0.833446,2026-06-08
NVDA,208.64,2026-06-12,4,Put,207.50,-0.55%,3.1,3.2,7027,4838,+53.25%,1.45,42.88%,-0.439688,2026-06-08
CLSK,16.52,2026-06-12,4,Call,17.00,-2.91%,0.56,0.64,5542,1570,+53.17%,3.53,116.52%,0.432273,2026-06-08
AU,84.47,2026-06-18,10,Call,100.00,-18.39%,0.2,0.45,16,1412,+53.15%,0.01,69.45%,0.077633,2026-06-08
IBM,280.82,2026-06-12,4,Call,310.00,-10.39%,0.38,0.5,5555,7584,+53.15%,0.73,59.43%,0.059871,2026-06-08
NBIS,218,2026-06-12,4,Put,200.00,-8.26%,5.35,5.6,1905,4787,+53.09%,0.4,143.29%,-0.257231,2026-06-08
AAPL,301.54,2026-06-12,4,Call,312.50,-3.63%,0.82,0.86,15198,4669,+53.08%,3.26,32.93%,0.156707,2026-06-08
MSFT,411.74,2026-07-17,39,Put,405.00,-1.64%,12,12.45,3031,3885,+53.07%,0.78,29.79%,-0.403845,2026-06-08
FROG,85.67,2026-07-17,39,Call,80.00,+6.62%,9.8,11.6,4710,10097,+53.05%,0.47,68.07%,0.668917,2026-06-08
ALNY,292.16,2026-06-18,10,Call,330.00,-12.95%,0.25,0.7,204,1168,+52.88%,0.17,44.35%,0.053806,2026-06-08
IREN,59.19,2026-06-12,4,Call,69.00,-16.57%,0.43,0.47,1942,1037,+52.72%,1.87,121.27%,0.126834,2026-06-08
MRVL,288.85,2026-07-17,39,Call,330.00,-14.25%,25.15,27,450,1001,+52.59%,0.45,107.77%,0.424238,2026-06-08
AVR,9.34,2026-06-18,10,Call,10.00,-7.07%,0.05,0.35,1441,4196,+52.47%,0.34,71.00%,0.303687,2026-06-08
NOW,114.19,2026-08-21,74,Put,110.00,-3.67%,10.9,11.4,268,11070,+52.42%,0.02,67.34%,-0.384414,2026-06-08
MRVL,288.85,2026-06-18,10,Call,425.00,-47.14%,1.42,1.68,963,1800,+52.28%,0.54,138.79%,0.059157,2026-06-08
MU,949.28,2026-06-12,4,Call,970.00,-2.18%,35,36,3265,1238,+52.28%,2.64,112.23%,0.451546,2026-06-08
MSTR,127.2,2026-06-26,18,Put,80.00,-37.11%,0.16,0.73,532,1514,+52.16%,0.35,120.48%,-0.030522,2026-06-08
MP,57.58,2026-07-17,39,Put,45.00,-21.85%,0.75,0.92,472,4572,+52.10%,0.1,70.82%,-0.115821,2026-06-08
MSTR,127.2,2026-10-16,130,Put,80.00,-37.11%,5.6,6.05,408,1854,+52.09%,0.22,92.49%,-0.12779,2026-06-08
M,22.26,2026-07-17,39,Put,22.00,-1.17%,1.02,1.28,9,1130,+52.09%,0.01,44.49%,-0.436972,2026-06-08
GME,22.26,2026-06-12,4,Call,21.50,+3.41%,0.87,0.95,490,1034,+52.06%,0.47,47.37%,0.764463,2026-06-08
RKLB,113.65,2026-06-12,4,Call,125.00,-9.99%,1.94,2.15,2246,2264,+52.05%,0.99,122.64%,0.250075,2026-06-08
QCOM,217.77,2026-06-18,10,Put,192.50,-11.60%,2.74,3.7,228,2074,+52.05%,0.11,87.46%,-0.176653,2026-06-08
RILY,8.62,2026-06-12,4,Put,9.00,+4.41%,0.4,0.81,27,1292,+52.00%,0.02,101.87%,-0.642465,2026-06-08
MSTR,127.2,2026-07-02,24,Put,90.00,-29.25%,1.02,1.17,513,1228,+51.98%,0.42,99.97%,-0.068607,2026-06-08
MSTR,127.2,2026-07-17,39,Call,185.00,-45.44%,1.24,1.55,555,2246,+51.86%,0.25,79.86%,0.098657,2026-06-08
MU,949.28,2027-01-15,221,Put,750.00,-20.99%,141.05,143.85,8,1667,+51.82%,0,91.90%,-0.238504,2026-06-08
MARA,13.78,2026-09-18,102,Call,25.00,-81.42%,0.32,0.55,560,9710,+51.79%,0.06,88.91%,0.156111,2026-06-08
TSLA,408.95,2026-06-12,4,Put,395.00,-3.41%,4,4.1,4233,2091,+51.74%,2.02,56.47%,-0.266755,2026-06-08
MSFT,411.74,2026-06-18,10,Call,437.50,-6.26%,1.83,2,189,1133,+51.67%,0.17,34.99%,0.157217,2026-06-08
MUR,40.01,2026-06-18,10,Call,40.00,+0.02%,1.35,1.65,6,1686,+51.62%,0,56.63%,0.519549,2026-06-08
NVDA,208.64,2026-06-17,9,Call,225.00,-7.84%,0.82,0.86,601,1825,+51.58%,0.33,40.85%,0.129004,2026-06-08
CORZ,27.15,2026-06-18,10,Put,23.00,-15.29%,0.24,0.36,1,7080,+51.57%,0,96.01%,-0.129427,2026-06-08
SOFI,16.5,2026-06-12,4,Put,17.00,+3.03%,0.71,0.75,2803,8485,+51.46%,0.33,62.83%,-0.661648,2026-06-08
WFC,80.96,2026-06-12,4,Call,82.00,-1.28%,0.78,0.84,7088,2211,+51.44%,3.21,36.96%,0.379517,2026-06-08
RGTI,21.76,2026-12-18,193,Call,35.00,-60.85%,3.4,3.8,46,1134,+51.40%,0.04,108.12%,0.426336,2026-06-08
XOM,151.75,2026-06-12,4,Call,152.50,-0.49%,2,2.15,1547,1376,+51.38%,1.12,38.18%,0.459722,2026-06-08
HUT,119.6,2026-06-18,10,Put,90.00,-24.75%,0.35,0.98,6,2478,+51.37%,0,118.76%,-0.060629,2026-06-08
NVDA,208.64,2026-06-12,4,Put,217.50,+4.25%,9.6,10,849,4109,+51.34%,0.21,44.26%,-0.808331,2026-06-08
ONDS,10.3,2026-06-12,4,Call,11.00,-6.80%,0.2,0.22,8373,3929,+51.29%,2.13,107.97%,0.300919,2026-06-08
DELL,400.77,2026-06-18,10,Put,330.00,-17.66%,1.76,2.4,71,1390,+51.25%,0.05,86.62%,-0.07603,2026-06-08
SOUN,7.49,2026-06-12,4,Call,8.00,-6.81%,0.11,0.12,10056,4885,+51.19%,2.06,93.90%,0.268611,2026-06-08
ACHR,5.73,2026-06-18,10,Call,6.00,-4.71%,0.19,0.21,1549,6500,+51.16%,0.24,81.34%,0.394596,2026-06-08
MSTR,127.2,2026-06-18,10,Put,85.00,-33.18%,0.2,0.34,857,3671,+51.07%,0.23,130.76%,-0.02414,2026-06-08
GOOGL,363.31,2026-07-17,39,Put,315.00,-13.30%,1.91,2.16,311,9456,+51.05%,0.03,35.96%,-0.096538,2026-06-08
AVGO,396.6,2026-06-12,4,Call,410.00,-3.38%,4.1,4.5,1533,1698,+50.93%,0.9,56.40%,0.298787,2026-06-08
KEEL,5.66,2026-07-17,39,Call,7.50,-32.51%,0.35,0.42,711,11736,+50.89%,0.06,124.45%,0.316021,2026-06-08
CRWV,102.37,2026-06-12,4,Put,88.00,-14.04%,0.7,0.78,683,1261,+50.84%,0.54,124.17%,-0.109061,2026-06-08
AVGO,396.6,2026-07-17,39,Put,330.00,-16.79%,3.4,3.95,1103,14657,+50.75%,0.08,49.87%,-0.109753,2026-06-08
CRDO,222.27,2026-08-21,74,Call,250.00,-12.48%,31.6,34.1,92,1174,+50.71%,0.08,106.67%,0.50439,2026-06-08
PLTR,136.47,2026-06-12,4,Put,128.00,-6.21%,0.59,0.62,3511,1382,+50.71%,2.54,58.35%,-0.138864,2026-06-08
FCX,63.91,2026-06-18,10,Call,80.00,-25.18%,0.05,0.24,139,18787,+50.71%,0.01,77.00%,0.045285,2026-06-08
UAL,105.32,2026-07-17,39,Put,100.00,-5.05%,4.7,5.25,511,2101,+50.61%,0.24,53.70%,-0.357183,2026-06-08
PL,32.74,2026-06-12,4,Put,40.00,+22.17%,7.2,8.2,67,1118,+50.47%,0.06,173.94%,-0.843436,2026-06-08
INTC,110.27,2027-03-19,284,Put,85.00,-22.92%,14.4,15.35,16,1128,+50.40%,0.01,79.39%,-0.225958,2026-06-08
META,585.39,2028-01-21,592,Call,700.00,-19.58%,92.1,96.6,40,3010,+50.35%,0.01,41.37%,0.5097,2026-06-08
OPEN,4.31,2026-06-26,18,Put,4.50,+4.41%,0.3,0.58,90,1975,+50.30%,0.05,87.51%,-0.547083,2026-06-08
JOBY,9.7,2026-06-18,10,Put,9.00,-7.22%,0.23,0.25,322,2361,+50.29%,0.14,84.21%,-0.269823,2026-06-08
AAPL,301.54,2026-06-26,18,Call,350.00,-16.07%,0.1,0.18,566,1853,+50.28%,0.31,31.37%,0.01871,2026-06-08
RCAT,12.46,2028-01-21,592,Call,12.00,+3.69%,6.55,7.2,40,2705,+50.28%,0.01,113.02%,0.785025,2026-06-08
ENVX,7.32,2026-07-17,39,Put,7.00,-4.37%,0.7,0.77,19,1073,+50.28%,0.02,96.62%,-0.378489,2026-06-08
F,15,2026-06-18,10,Put,14.00,-6.67%,0.09,0.1,158,11783,+50.08%,0.01,43.64%,-0.160868,2026-06-08
"Downloaded from Barchart.com as of 06-08-2026 10:08pm CDT"
